zone,corridor,start_dow,hour_block,start_week,event_count,high_impact_count,avg_impact_score,avg_duration,peak_hour_pct,rain_pct,fog_pct,avg_visibility,avg_lane_block,road_closure_pct,tech_hub_pct,corroborated_pct,ipl_pct,holiday_pct,current_high_impact,target_next_week_high_impact,ewma_event_count,ewma_high_impact_count,ewma_avg_impact_score,lag1_event_count,lag2_event_count,lag4_event_count,lag1_high_impact_count,lag2_high_impact_count,lag4_high_impact_count,roll3_event_count,event_volatility,event_count_trend,high_impact_trend,bucket_sparsity,zone_enc,corridor_enc,risk_proba,risk_label
Central Zone 2,CBD 2,1.0,8.0,10,2,2,3.276,1397.6,0.5,0.0,0.0,1.0,1.75,0.0,0.0,0.0,0.0,0.0,0,0,1.03125,0.96875,0.62158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,5,0.23294368211317862,LOW
North Zone 1,ORR North 1,1.0,16.0,10,1,1,,,1.0,0.0,0.0,0.9,2.5,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,14,0.17007254300449468,LOW
North Zone 1,ORR North 1,1.0,12.0,10,1,1,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.2611,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4,14,0.12454765412355623,LOW
North Zone 2,ORR North 2,6.0,4.0,10,1,0,0.3124,49.3,0.0,0.0,0.0,0.9,1.5,0.0,0.0,0.0,0.0,0.0,0,0,1.0626263618469238,0.9639651775360107,0.36949670594346884,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0,5,15,0.47342154880872894,MEDIUM
East Zone 1,ORR East 2,5.0,0.0,10,2,2,,,0.0,0.0,0.0,0.65,2.0,0.0,1.0,0.0,0.0,0.0,0,0,1.5002441409160543,1.5001831055269719,2.342147121624815,2.0,1.0,1.0,2.0,1.0,1.0,1.3333333333333333,0.5,1.0,1.0,0,2,13,0.07018097420527672,LOW
Central Zone 1,Old Airport Road,4.0,8.0,10,1,0,0.6238,70.9,1.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,0.833740234375,0.5834889950714106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,17,0.05428098663187315,LOW
Central Zone 1,Old Airport Road,3.0,8.0,10,1,0,0.4515,93.4,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.669921875,0.7301434340396445,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,17,0.07740479192422886,LOW
South Zone 1,ORR West 1,5.0,0.0,10,1,0,0.3705,76.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0635719299316406,0.45393848419189453,0.6243322839260467,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.5,0.0,-1.0,0,6,16,0.3090589269496003,MEDIUM
West Zone 1,Tumkur Road,3.0,8.0,10,2,2,2.00025,588.6,0.5,0.0,0.0,0.95,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.4409203538671136,1.1372679162304848,0.4441188914129127,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.5,0.0,0.0,0,8,19,0.12977267191326525,LOW
West Zone 1,Tumkur Road,2.0,12.0,10,1,1,,,0.0,0.0,0.0,0.3,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1.375,0.611328125,0.10310616730708218,1.0,2.0,1.0,0.0,1.0,1.0,1.6666666666666667,0.5773502691896257,-1.0,-1.0,0,8,19,0.08474049025670755,LOW
Central Zone 2,Mysore Road,5.0,4.0,10,1,1,,,0.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0,0,1.5148468689224202,0.6276982934334457,0.3224124056299062,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.9574271077563381,-1.0,-2.0,0,1,10,0.3097126806785204,MEDIUM
North Zone 1,Airport New South Road,3.0,0.0,10,1,1,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,1.9172421052631579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,4,0,0.04105529143035233,LOW
West Zone 1,Tumkur Road,3.0,20.0,10,1,1,,,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0,0,1.25,0.5,0.80398,1.0,2.0,1.0,0.0,1.0,1.0,1.3333333333333333,0.5,-1.0,-1.0,0,8,19,0.07664097231539381,LOW
Central Zone 2,CBD 2,3.0,12.0,10,1,1,,,0.0,0.0,0.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1875,0.9375,0.0073,1.0,1.0,2.0,1.0,0.0,2.0,1.3333333333333333,0.5773502691896257,0.0,1.0,0,1,5,0.37409293247731235,MEDIUM
Central Zone 2,CBD 2,3.0,8.0,10,1,1,,,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.515625,1.484375,2.8439678097789685,2.0,1.0,1.0,2.0,1.0,1.0,1.3333333333333333,0.5,1.0,1.0,0,1,5,0.327692817862889,MEDIUM
North Zone 1,Hennur Main Road,4.0,8.0,10,1,0,0.6955,43.9,0.0,0.0,0.0,0.3,2.5,0.0,1.0,0.0,0.0,1.0,0,0,1.500802993774414,1.00054931640625,0.6058494954988147,2.0,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,0.5,1.0,0.0,0,4,6,0.34301978398322625,MEDIUM
South Zone 2,Hosur Road,1.0,4.0,10,2,1,0.0941,19.3,0.5,0.0,0.0,0.95,1.75,0.0,0.0,0.5,0.0,0.0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7,7,0.04855300928723705,LOW
Central Zone 2,Mysore Road,4.0,0.0,10,3,3,,,0.0,0.0,0.0,0.9333333333333332,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1,0,1.5416290539227115,0.39044035251498693,0.4336121522743807,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.9574271077563381,-1.0,0.0,0,1,10,0.35644040517589526,MEDIUM
Central Zone 2,Mysore Road,3.0,12.0,10,4,4,,,0.0,0.0,0.0,0.975,1.25,0.25,0.0,0.0,0.0,0.0,1,0,1.5399169921875,0.5683345794677734,0.40490934305951637,2.0,1.0,1.0,1.0,0.0,0.0,1.3333333333333333,0.5,1.0,1.0,0,1,10,0.5011022920838735,MEDIUM
Central Zone 2,CBD 2,4.0,8.0,10,1,1,,,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0322265625,1.0302734375,2.8439678097789685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,5,0.14212018259669718,LOW
South Zone 2,Hosur Road,4.0,0.0,10,1,0,0.5171,27.2,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0,0,1.5156410373747349,1.3124180054292083,0.38165004671008274,1.0,3.0,1.0,1.0,3.0,0.0,1.6666666666666667,1.0,-2.0,-2.0,0,7,7,0.11716288469469277,LOW
South Zone 2,Hosur Road,5.0,12.0,10,1,0,0.3032,62.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.2755470275878906,0.7484089508652687,1.1084373614144736,1.0,2.0,1.0,0.0,2.0,1.0,1.3333333333333333,0.5,-1.0,-2.0,0,7,7,0.18257626809883581,LOW
South Zone 2,Hosur Road,5.0,8.0,10,1,1,,,0.0,0.0,0.0,0.9,2.5,0.0,0.0,0.0,0.0,0.0,0,0,2.250856727361679,0.8280885368585587,0.49234400217331276,3.0,2.0,1.0,1.0,1.0,1.0,2.0,0.9574271077563381,1.0,0.0,0,7,7,0.14771731273419075,LOW
Central Zone 2,Mysore Road,2.0,8.0,10,1,0,0.3246,32.8,1.0,0.0,0.0,0.9,1.5,0.0,0.0,0.0,0.0,0.0,0,0,3.252732902765274,2.339955411851406,0.725620775143134,4.0,3.0,3.0,3.0,2.0,1.0,3.0,0.8164965809277261,1.0,1.0,0,1,10,0.4892042479521759,MEDIUM
North Zone 2,Bellary Road 1,4.0,0.0,10,5,5,1.6858,106.4,0.0,0.0,0.0,0.58,1.0,0.2,0.0,0.0,0.0,1.0,1,0,1.2656862913395344,0.6767463262917772,0.24020465781842357,1.0,2.0,1.0,0.0,2.0,0.0,1.3333333333333333,0.5,-1.0,-2.0,0,5,2,0.0455691717600588,LOW
North Zone 2,Bellary Road 1,3.0,16.0,10,1,1,,,0.0,0.0,0.0,0.9,2.5,0.0,0.0,0.0,0.0,0.0,0,0,1.53125,1.515625,0.1082,2.0,1.0,1.0,2.0,1.0,1.0,1.3333333333333333,0.5,1.0,1.0,0,5,2,0.4234432472829349,MEDIUM
East Zone 1,Varthur Road,3.0,8.0,10,1,1,2.5061,122.4,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,1.0,0.125,0.6708816,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,20,0.05629209038857131,LOW
East Zone 1,Varthur Road,6.0,8.0,10,1,0,0.4377,37.8,0.0,0.0,0.0,1.0,2.5,0.0,1.0,0.0,0.0,0.0,0,0,1.0078125,0.713134765625,0.4772423490231032,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,2,20,0.31391345970538925,MEDIUM
North Zone 2,ORR North 2,3.0,8.0,10,2,1,0.0458,9.4,0.0,0.0,0.0,0.95,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.8603525459766388,1.6064458191394806,0.059454103987615435,1.0,4.0,2.0,1.0,3.0,2.0,2.0,1.4142135623730951,-3.0,-2.0,0,5,15,0.17864979789378616,LOW
South Zone 1,ORR West 1,3.0,8.0,10,5,2,1.0669799999999998,519.34,0.0,0.0,0.0,0.82,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.5,0.71875,0.8088976623376624,2.0,1.0,1.0,1.0,0.0,1.0,1.3333333333333333,0.5,1.0,1.0,0,6,16,0.07850316815709485,LOW
North Zone 1,Hennur Main Road,3.0,8.0,10,1,1,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1.0513916015625,1.03515625,1.3169352545645914,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,4,6,0.09515852007061897,LOW
Central Zone 2,Non-corridor,6.0,8.0,10,5,3,0.43720000000000003,83.35,0.0,0.0,0.0,0.82,2.2,0.0,0.2,0.0,0.0,0.0,1,1,3.4375987805868444,2.565273432772969,1.1823976098580877,2.0,6.0,5.0,1.0,6.0,3.0,3.6666666666666665,1.8257418583505538,-4.0,-5.0,0,1,11,0.718159128334034,HIGH
East Zone 1,ORR East 1,3.0,0.0,10,1,1,,,0.0,0.0,0.0,1.0,2.5,0.0,1.0,0.0,0.0,0.0,0,0,1.3295459747314453,1.3281517028808594,0.6044886690747923,1.0,2.0,2.0,1.0,2.0,2.0,1.3333333333333333,0.5773502691896257,-1.0,-1.0,0,2,12,0.08471006481161816,LOW
Central Zone 2,Mysore Road,3.0,8.0,10,8,8,2.25225,503.45,0.0,0.0,0.0,0.95,1.0,0.375,0.0,0.0,0.0,0.0,1,1,1.5157624959047098,0.8659875461066804,0.5651985012132412,2.0,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,0.5,1.0,0.0,0,1,10,0.5389062223644219,MEDIUM
Central Zone 2,Mysore Road,6.0,8.0,10,3,2,0.5679,46.6,0.3333333333333333,0.0,0.0,0.9333333333333332,2.0,0.0,0.0,0.0,0.0,0.0,0,0,2.525707435998819,1.188596938437898,0.5610581013927243,2.0,5.0,1.0,1.0,2.0,0.0,2.6666666666666665,1.8929694486000912,-3.0,-1.0,0,1,10,0.6308848127414292,HIGH
West Zone 1,Tumkur Road,3.0,12.0,10,3,3,,,0.0,0.0,0.0,0.7000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1.69921875,0.55035400390625,0.19161113498926372,1.0,2.0,6.0,0.0,1.0,0.0,1.6666666666666667,2.217355782608345,-1.0,-1.0,0,8,19,0.2571300215579342,LOW
North Zone 1,Airport New South Road,1.0,4.0,10,2,2,,,0.0,0.0,0.0,0.95,1.75,0.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,4,0,0.06136845371764666,LOW
North Zone 1,Airport New South Road,5.0,8.0,10,1,1,,,0.0,0.0,0.0,1.0,2.5,0.0,1.0,0.0,0.0,0.0,0,0,1.0,0.375,1.1647223578947368,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0,4,0,0.052220052671280576,LOW
West Zone 1,Tumkur Road,2.0,8.0,10,1,0,0.3554,72.9,0.0,0.0,0.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0097694396972656,0.24938488006591797,0.4052377893906784,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,8,19,0.37150963026759753,MEDIUM
Central Zone 1,Old Madras Road,6.0,0.0,10,3,3,,,0.0,0.0,0.0,0.9333333333333332,2.0,0.0,0.0,0.0,0.0,0.0,1,0,2.018699926265981,1.4608958073213216,0.6491590837878118,2.0,3.0,1.0,1.0,3.0,1.0,2.0,0.9574271077563381,-1.0,-2.0,0,0,18,0.6010634308255153,HIGH
North Zone 2,Bellary Road 1,5.0,16.0,10,1,1,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,1.6328125,1.12890625,1.4266862355737633,2.0,1.0,1.0,1.0,1.0,1.0,1.6666666666666667,0.5773502691896257,1.0,0.0,0,5,2,0.09599852666789635,LOW
North Zone 2,Bellary Road 1,6.0,12.0,10,1,1,1.5371,105.1,0.0,0.0,0.0,0.9,3.0,0.0,0.0,0.0,0.0,0.0,0,0,1.8751662113936618,0.939373524626717,0.25826496949161065,2.0,1.0,3.0,1.0,0.0,3.0,2.0,0.9574271077563381,1.0,1.0,0,5,2,0.10228461046341955,LOW
Central Zone 2,Non-corridor,6.0,12.0,10,5,3,0.38935,70.7,0.0,0.0,0.0,0.9400000000000001,1.8,0.0,0.6,0.0,0.0,0.0,1,0,2.165116448156007,1.6243725789649106,0.3994873763510282,2.0,1.0,3.0,2.0,1.0,1.0,2.6666666666666665,1.707825127659933,1.0,1.0,0,1,11,0.7172740121448937,HIGH
North Zone 2,Bellary Road 2,6.0,0.0,10,1,1,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1.3791380325066043,0.7540139188062668,1.0045936938786546,1.0,2.0,3.0,1.0,0.0,1.0,1.3333333333333333,0.9574271077563381,-1.0,1.0,0,5,3,0.04860289826604183,LOW
Central Zone 2,Non-corridor,6.0,4.0,10,2,2,,,0.5,0.0,0.0,1.0,2.75,0.0,0.5,0.0,0.0,0.0,0,0,2.0816416540228757,0.9998083154694133,0.1314526687753828,1.0,2.0,3.0,0.0,1.0,2.0,2.6666666666666665,1.707825127659933,-1.0,-1.0,0,1,11,0.6604224809209039,HIGH
North Zone 1,Hennur Main Road,2.0,0.0,10,1,1,,,0.0,0.0,0.0,0.9,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1.125,0.890625,0.6453936,1.0,1.0,1.0,1.0,1.0,0.0,1.3333333333333333,0.5,0.0,0.0,0,4,6,0.31731597588235566,MEDIUM
South Zone 2,IRR(Thanisandra road),3.0,12.0,10,1,1,,,0.0,0.0,0.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,7,8,0.10585127673929,LOW
North Zone 1,Hennur Main Road,1.0,0.0,10,1,0,0.4863,39.9,0.0,0.0,0.0,0.9,2.5,0.0,1.0,0.0,0.0,0.0,0,0,1.0,0.25,0.27956000000000003,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,4,6,0.18378122023402746,LOW
North Zone 1,Hennur Main Road,0.0,4.0,10,1,1,,,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,6,0.06073371561115518,LOW
South Zone 2,Hosur Road,0.0,12.0,10,1,1,,,0.0,0.0,0.0,0.9,2.5,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.9945,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7,7,0.07511550994491185,LOW
East Zone 1,ORR East 1,2.0,12.0,10,1,1,,,0.0,0.0,0.0,0.9,2.5,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.875,1.355115789473684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,2,12,0.05662693702585209,LOW
Central Zone 2,Non-corridor,4.0,0.0,10,20,15,0.47842,151.16,0.0,0.0,0.0,0.925,1.525,0.2,0.05,0.0,0.0,1.0,1,1,5.032758998036542,3.4391218485720487,0.3709976868013074,5.0,4.0,4.0,4.0,2.0,3.0,6.0,2.380476142847616,1.0,2.0,0,1,11,0.718159128334034,HIGH
Central Zone 2,Mysore Road,4.0,20.0,10,1,0,0.3004,15.8,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,10,0.0687914786605481,LOW
Central Zone 1,Old Madras Road,5.0,12.0,10,2,2,,,0.0,0.0,0.0,0.95,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.00128173828125,0.2335205078125,0.06795134824423849,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,18,0.10178205231197977,LOW
West Zone 1,Tumkur Road,3.0,0.0,10,2,2,,,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,1.75024459278211,1.1883427337743342,0.18219473914589757,1.0,4.0,1.0,0.0,4.0,1.0,2.0,1.5,-3.0,-4.0,0,8,19,0.2702536589501481,LOW
Central Zone 2,Mysore Road,4.0,8.0,10,2,1,1.2976,23.4,1.0,0.0,0.0,1.0,2.75,0.5,0.0,0.0,0.0,1.0,0,0,2.4008197952265506,1.4466389144953744,1.0145521646289508,3.0,2.0,2.0,2.0,1.0,2.0,2.0,0.8164965809277257,1.0,1.0,0,1,10,0.403584142162147,MEDIUM
South Zone 2,Bannerghata Road,3.0,12.0,10,3,1,0.63795,55.0,0.0,0.0,0.0,0.9666666666666667,1.5,0.0,0.0,0.0,0.0,0.0,0,0,1.015625,0.171875,0.1773703157894737,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7,1,0.4074168603570009,MEDIUM
West Zone 1,Tumkur Road,1.0,0.0,10,4,2,0.19635,15.899999999999999,0.0,0.0,0.0,0.8,2.625,0.0,0.0,0.0,0.0,0.0,0,0,1.79296875,1.36328125,0.6079941894736842,1.0,3.0,3.0,1.0,3.0,1.0,2.0,0.957427107756338,-2.0,-2.0,0,8,19,0.3997520306429104,MEDIUM
South Zone 2,Bannerghata Road,5.0,12.0,10,1,1,,,0.0,0.0,0.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0,0,2.031494140625,1.549560546875,0.22128668915235458,1.0,5.0,1.0,1.0,4.0,0.0,2.3333333333333335,2.0,-4.0,-3.0,0,7,1,0.17703811465557395,LOW
Central Zone 2,Mysore Road,4.0,4.0,10,2,2,4.4204,111.6,0.0,0.0,0.0,0.95,1.75,1.0,0.0,0.0,0.0,1.0,0,0,1.203193776558173,0.7630524758484327,0.6737747199032285,1.0,1.0,2.0,1.0,0.0,1.0,1.3333333333333333,0.5773502691896257,0.0,1.0,0,1,10,0.49203493945213544,MEDIUM
North Zone 2,Bellary Road 1,3.0,4.0,10,1,1,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0117340087890625,1.1873469352722168,0.7016329850242446,3.0,1.0,1.0,2.0,0.0,0.0,1.6666666666666667,1.0,2.0,2.0,0,5,2,0.1008591873796972,LOW
Central Zone 2,Non-corridor,4.0,12.0,10,6,3,0.746625,264.2,0.0,0.0,0.0,0.9666666666666667,1.0,0.3333333333333333,0.5,0.0,0.0,1.0,1,0,3.4469196505953494,1.6938743946166825,0.6395909819806891,2.0,6.0,1.0,0.0,4.0,1.0,4.666666666666667,2.6299556396765835,-4.0,-4.0,0,1,11,0.7183114868436348,HIGH
North Zone 2,Bellary Road 1,3.0,12.0,10,5,4,1.1182,36.7,0.0,0.0,0.0,0.96,1.9,0.4,0.0,0.0,0.0,0.0,1,0,1.2852783203125,0.532958984375,0.2954267063968628,1.0,2.0,1.0,0.0,2.0,0.0,1.3333333333333333,0.5,-1.0,-2.0,0,5,2,0.18290649261547964,LOW
Central Zone 2,Non-corridor,3.0,4.0,10,3,1,0.15005,20.900000000000002,0.0,0.0,0.0,1.0,1.6666666666666667,0.0,0.3333333333333333,0.0,0.0,0.0,0,0,4.3529740019005585,2.1282068915801413,0.3668812415450899,5.0,3.0,7.0,2.0,2.0,6.0,4.0,1.707825127659933,2.0,0.0,0,1,11,0.718159128334034,HIGH
North Zone 2,Bellary Road 2,1.0,20.0,10,1,0,0.1189,24.4,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,3,0.24566676908867852,LOW
West Zone 1,Magadi Road,1.0,8.0,10,2,0,0.76725,62.95,0.0,0.0,0.0,0.65,2.5,0.0,0.0,0.0,0.0,0.0,0,0,1.015625,0.40625,0.7036934315789474,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0,8,9,0.18789155212086742,LOW
North Zone 2,Bellary Road 1,3.0,8.0,10,3,2,3.0281,506.75,0.0,0.0,0.0,0.9666666666666667,1.5,0.3333333333333333,0.0,0.0,0.0,0.0,0,0,2.9437931217835285,1.9607220718753524,0.42831540797492196,4.0,2.0,2.0,3.0,1.0,1.0,2.6666666666666665,1.0,2.0,2.0,0,5,2,0.09602435455112895,LOW
Central Zone 2,Non-corridor,2.0,4.0,10,7,3,0.212875,38.5,0.0,0.0,0.0,0.9428571428571428,1.6428571428571428,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,0.0,1,0,3.0335084401211247,2.334772769185875,0.10574081873717431,3.0,3.0,4.0,2.0,3.0,2.0,2.6666666666666665,0.816496580927726,0.0,-1.0,0,1,11,0.6919710024181996,HIGH
West Zone 1,Tumkur Road,1.0,4.0,10,1,0,0.1515,14.8,1.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0,0,2.218994140625,1.96533203125,0.6156473046652886,3.0,1.0,1.0,3.0,1.0,0.0,2.0,0.9574271077563381,2.0,2.0,0,8,19,0.41423045287388327,MEDIUM
West Zone 1,Tumkur Road,2.0,0.0,10,1,0,0.1243,10.2,0.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0,0,1.0037040710449219,0.9036750793457031,0.18571155539038364,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,8,19,0.3606617842244101,MEDIUM
West Zone 1,Tumkur Road,1.0,20.0,10,1,1,,,0.0,0.0,0.0,0.9,3.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,8,19,0.12207325854279519,LOW
South Zone 2,Bannerghata Road,5.0,4.0,10,1,1,,,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.5,1.499755859375,0.0958,2.0,1.0,1.0,2.0,1.0,1.0,1.3333333333333333,0.5,1.0,1.0,0,7,1,0.4370462534540944,MEDIUM
Central Zone 2,Non-corridor,2.0,0.0,10,5,4,0.005,2.4,0.0,0.0,0.0,0.96,1.7,0.0,0.4,0.0,0.0,0.0,1,0,4.87322973353389,1.8373452922453453,0.3033682290418742,5.0,4.0,3.0,1.0,2.0,1.0,5.333333333333333,1.7078251276599308,1.0,-1.0,0,1,11,0.718159128334034,HIGH
North Zone 2,Bellary Road 2,0.0,8.0,10,2,2,,,1.0,0.0,0.0,0.95,1.75,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.75,1.11678,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,5,3,0.04890566260484097,LOW
Central Zone 2,Non-corridor,1.0,4.0,10,3,3,,,0.3333333333333333,0.0,0.0,0.7333333333333334,2.0,0.0,0.0,0.0,0.0,0.0,1,0,5.146108448505402,3.691221848130226,0.3391753892997634,5.0,7.0,2.0,4.0,4.0,2.0,5.666666666666667,2.0615528128088303,-2.0,0.0,0,1,11,0.7183114868436348,HIGH
North Zone 2,ORR North 2,5.0,0.0,10,1,1,,,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1018067044205964,0.9453539797104895,0.19508899150089087,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.4999999999999999,0.0,0.0,0,5,15,0.37187913087113483,MEDIUM
West Zone 1,Tumkur Road,2.0,4.0,10,1,1,,,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0665550529956818,0.45800358057022095,0.8589517825514231,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,0,8,19,0.06767608434896374,LOW
Central Zone 2,Mysore Road,4.0,12.0,10,2,0,0.6278999999999999,52.849999999999994,0.0,0.0,0.0,0.65,2.0,0.0,0.0,0.0,0.0,1.0,0,0,2.073320150375366,0.727672528475523,0.4272181374537869,3.0,1.0,2.0,1.0,0.0,1.0,1.6666666666666667,0.9574271077563381,2.0,1.0,0,1,10,0.3153588563447356,MEDIUM
Central Zone 2,CBD 1,1.0,0.0,10,1,0,0.5497,45.1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4,0.03373058955888321,LOW
West Zone 1,Tumkur Road,0.0,8.0,10,1,1,,,0.0,0.0,0.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.25,0.6875,0.6693984,1.0,1.0,1.0,1.0,0.0,0.0,1.6666666666666667,1.0,0.0,1.0,0,8,19,0.2801710133399653,LOW
North Zone 2,Bellary Road 2,0.0,12.0,10,1,1,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,5,3,0.08833246935799403,LOW
North Zone 2,Bellary Road 1,1.0,8.0,10,2,2,,,1.0,0.0,0.0,0.95,3.0,0.5,0.0,0.0,0.0,0.0,0,0,1.265869140625,0.428955078125,0.8909646570493218,1.0,2.0,1.0,0.0,1.0,0.0,1.3333333333333333,0.5,-1.0,-1.0,0,5,2,0.07560470874233229,LOW
