id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,map_file,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,route_path,client_id,created_by_id,last_modified_by_id,assigned_to_police_id,citizen_accident_id,comment,police_station,meta_data,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_by_id,closed_datetime,resolved_by_id,resolved_datetime,gba_identifier,zone,junction
FKID005006,unplanned,13.0693866,77.5858041,0,0,"Railway Samantara Road, Samvriddhi Gardenia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",,water_logging,FALSE,2024-01-25 08:48:01.854+00,NULL,active,yes,2024-01-25 08:50:13.715764+00,,,Water logging in railway underpass near mall of [LOCATION] back gate towards sahakar [LOCATION],,,Non-corridor,Low,NULL,NULL,NULL,2024-01-25 08:49:02.390944+00,NULL,1,FKUSR00331,FKUSR00001,NULL,NULL,NULL,Kodigehalli,NULL,FKKG000323,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID005007,unplanned,12.9938317,77.5849467,0,0,"Kumar Krupa Road, Make In India Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,vehicle_breakdown,FALSE,2024-01-25 08:58:51.471+00,NULL,closed,yes,2024-01-25 09:19:36.942388+00,,,Starting problem,heavy_vehicle,FKN00GL2509,Bellary Road 1,High,NULL,NULL,NULL,2024-01-25 09:02:04.149219+00,NULL,1,FKUSR01159,FKUSR00001,NULL,NULL,NULL,High ground,NULL,FKKG001119,NULL,NULL,NULL,FKUSR01159,2024-01-25 09:19:36.941855+00,NULL,NULL,NULL,NULL,NULL
FKID005008,unplanned,13.0842575,77.5519225,0,0,"Yelahanka Road, Prosperhomes Bliss, Aditya Nagar, Chikkabettahalli, Bengaluru, Karnataka. Pin-560097 (India)",,vehicle_breakdown,FALSE,2024-01-25 08:46:37.881+00,NULL,closed,yes,2024-01-25 10:53:09.263331+00,,,BMTC bus upload wheel jam,bmtc_bus,FKN00GL2510,Non-corridor,Low,NULL,NULL,NULL,2024-01-25 08:49:18.972556+00,NULL,1,FKUSR01571,FKUSR00001,NULL,NULL,NULL,Yelahanka,NULL,FKKG001485,NULL,NULL,NULL,FKUSR01571,2024-01-25 10:53:09.262716+00,NULL,NULL,NULL,NULL,NULL
FKID005009,unplanned,13.0273277,77.5856223,0,0,"Bellary Road, CBI Quarters, KGH Layout, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",,water_logging,FALSE,2024-01-25 09:26:48.209+00,NULL,active,yes,2024-01-25 09:36:10.262086+00,,,[LOCATION] road [LOCATION] towards hebbal on flyover watar logging sir slow moving traffic sir,,,Bellary Road 1,High,NULL,NULL,NULL,2024-01-25 09:28:12.562306+00,NULL,1,FKUSR01546,FKUSR00001,NULL,NULL,NULL,Kodigehalli,NULL,FKKG001464,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID005010,unplanned,13.1094919,77.5802425,0,0,"Doddaballapur Main Road, Puttenahalli, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",,water_logging,FALSE,2024-01-25 09:31:28.216+00,NULL,closed,yes,2024-02-10 23:42:19.839037+00,,,"ದೊಡ್ಡಬಳ್ಳಾಪುರ ಮುಖ್ಯ ರಸ್ತೆ , ಪುಟ್ಟೇನಹಳ್ಳಿ ಕೆರೆ ಹತ್ತಿರ ವಾಟರ್ ಲಾಗಿನ್ ಆಗಿದ್ದು ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಮೊಮೆಂಟ್ ಇರುತ್ತದೆ ಸರ್",,,Non-corridor,Low,NULL,NULL,NULL,2024-01-25 09:32:09.563944+00,NULL,1,FKUSR00577,FKUSR00001,NULL,NULL,NULL,Yelahanka,NULL,FKKG000566,NULL,NULL,NULL,FKUSR00577,2024-02-10 23:42:19.838438+00,NULL,NULL,NULL,NULL,NULL
FKID005011,unplanned,13.0132709,77.6484194,13.0133832,77.6484159,"100 Feet Road, Ankanna Reddy Layout, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)","100 Feet Road, Ankanna Reddy Layout, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",tree_fall,TRUE,2024-01-25 10:14:44.434+00,NULL,closed,yes,2024-01-25 20:49:41.233086+00,,,ಮರ ಬಿದ್ದಿರುತ್ತದೆ.,,,Non-corridor,Low,NULL,NULL,NULL,2024-01-25 10:15:39.556789+00,NULL,1,FKUSR00508,FKUSR00001,NULL,NULL,NULL,Banaswadi,NULL,FKKG000497,NULL,NULL,NULL,FKUSR00508,2024-01-25 20:49:41.232497+00,NULL,NULL,NULL,NULL,NULL
FKID005012,unplanned,12.9573052,77.7452897,0,0,"Whitefield Main Road, Sigma Soft Teck Park, Varathur Kodi, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",,road_conditions,FALSE,2023-12-28 18:39:42.742+00,NULL,closed,yes,2024-01-25 10:36:06.040307+00,,,Man hole opened in center road near [LOCATION] opp to sigma mall. Traffic movement normal,,,Varthur Road,High,NULL,NULL,NULL,2023-12-28 18:40:58.473106+00,NULL,1,FKUSR00593,FKUSR00001,NULL,NULL,NULL,Whitefield,NULL,FKKG000581,NULL,NULL,NULL,FKUSR00593,2024-01-25 10:36:06.039767+00,NULL,NULL,Bengaluru East Corporation,East Zone 1,NULL
FKID005013,unplanned,13.0467801,77.5011956,0,0,"Nagasandra Layout Main Road, Sobha Garrison, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",,water_logging,FALSE,2024-01-25 10:32:18.417+00,NULL,closed,yes,2024-01-29 03:04:35.816023+00,,,Water logging opposite [LOCATION] appartment towards outgoing side vehicle slow moving sir,,,Non-corridor,Low,NULL,NULL,NULL,2024-01-25 10:33:46.649149+00,NULL,1,FKUSR00157,FKUSR00001,NULL,NULL,NULL,Peenya,NULL,FKKG000151,NULL,NULL,NULL,FKUSR00157,2024-01-29 03:04:35.815326+00,NULL,NULL,NULL,NULL,NULL
FKID005014,unplanned,12.9606384,77.7476032,0,0,"Whitefield Main Road, Incor Carmel Heights, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",,vehicle_breakdown,FALSE,2024-01-25 11:07:50.788+00,NULL,closed,yes,2024-01-25 13:35:48.024594+00,,,Vehicle off road near [LOCATION]. Traffic movement very slow,lcv,FKN00GL2511,Non-corridor,Low,NULL,NULL,NULL,2024-01-25 11:08:56.015446+00,NULL,1,FKUSR00593,FKUSR00001,NULL,NULL,NULL,Whitefield,NULL,FKKG000581,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID005015,unplanned,13.0117111,77.7003731,0,0,"1st Main Road, Police Quarters, Chikbasavanapura, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",,vehicle_breakdown,FALSE,2023-12-15 00:43:49.138+00,NULL,closed,yes,2023-12-15 03:35:47.975967+00,,,ಗೇರ್ ಬಾಕ್ಸ್ [PERSON] ಆಗಿದೆ,ksrtc_bus,FKN00GL2512,Non-corridor,Low,NULL,NULL,NULL,2023-12-15 00:45:09.112135+00,NULL,1,FKUSR00488,FKUSR00001,NULL,NULL,NULL,K.R. Pura,NULL,FKKG000477,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bengaluru East Corporation,East Zone 2,NULL
FKID005016,unplanned,12.9566301,77.7444294,0,0,"HAL Airport Road, Sigma Soft Teck Park, Varathur Kodi, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",,vehicle_breakdown,FALSE,2024-01-25 10:34:07.693+00,NULL,closed,yes,2024-01-25 12:35:47.908572+00,,,Vehicle off road at [LOCATION] towards ramagondanahalli. Traffic slow moving,heavy_vehicle,FKN00GL2513,Varthur Road,High,NULL,NULL,NULL,2024-01-25 10:35:56.436449+00,NULL,1,FKUSR00593,FKUSR00001,NULL,NULL,NULL,Whitefield,NULL,FKKG000581,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID005017,unplanned,13.08647,77.594875,0,0,"Bellary Road, Legacy Cirocco, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",,accident,FALSE,2024-01-25 15:51:17.164+00,NULL,closed,no,2024-01-25 17:35:48.101021+00,,,This vehicle accident at Near Byass on flyover [LOCATION],,,Bellary Road 2,High,NULL,NULL,NULL,2024-01-25 15:53:22.726436+00,NULL,1,FKUSR01572,FKUSR01572,NULL,NULL,NULL,Yelahanka,NULL,FKKG001486,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID005018,unplanned,13.10963,77.6035517,0,0,"Bellary Road, Embassy Business Hub, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",,vehicle_breakdown,FALSE,2023-12-15 04:36:41.347+00,NULL,closed,yes,2023-12-15 06:49:58.621935+00,,,[LOCATION] onflyover to wards airport cab break down sir traffic normal mument sir,taxi,FKN00GL2514,Bellary Road 2,High,NULL,NULL,NULL,2023-12-15 04:37:28.529698+00,NULL,1,FKUSR00105,FKUSR00001,NULL,NULL,NULL,Yelahanka,NULL,FKKG000099,NULL,NULL,NULL,FKUSR00105,2023-12-15 06:49:58.621454+00,NULL,NULL,Bengaluru North Corporation,North Zone 2,NULL
FKID005019,unplanned,13.0468693,77.5024237,0,0,"Mumbai Bengaluru Highway, The Edge, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",,vehicle_breakdown,FALSE,2024-01-25 21:05:52.153+00,NULL,closed,yes,2024-01-25 21:35:50.422962+00,,,Towards [LOCATION],private_car,FKN00GL2515,Non-corridor,Low,NULL,NULL,NULL,2024-01-25 21:07:02.247231+00,NULL,1,FKUSR00409,FKUSR00001,NULL,NULL,NULL,Peenya,NULL,FKKG000398,NULL,NULL,NULL,FKUSR00409,2024-01-25 21:35:50.422357+00,NULL,NULL,NULL,NULL,NULL
FKID005020,unplanned,13.035723,77.6284171,0,0,"MBT Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",,vehicle_breakdown,FALSE,2024-01-13 23:28:05.917+00,NULL,closed,yes,2024-01-14 01:35:47.711754+00,,,No traffic problem sir....vechicle side [PERSON],others,FKN00GL2516,ORR North 1,High,NULL,NULL,NULL,2024-01-13 23:29:27.162549+00,NULL,1,FKUSR00715,FKUSR00001,NULL,NULL,NULL,Hennuru,NULL,FKKG000699,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bengaluru North Corporation,North Zone 1,NULL
FKID005021,unplanned,13.0445812,77.6434918,0,0,"Hennur Main Road, KBM Shariff Layout, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",,construction,FALSE,2023-12-15 05:45:34.992+00,NULL,closed,yes,2023-12-29 23:08:49.558851+00,,,ಹೆಣ್ಣು ಬಾಗ್ಲೂರ್ ಮುಖ್ಯ [PERSON] ಕೆಲಸ ಮಾಡುತ್ತಿರುವುದರಿಂದ ವಾಹನಗಳ ಸಂಚಾರ ವಡ್ದರ್ಪಾಳ್ಯ ಕಡೆಯಿಂದ ಗೆದ್ದಲಹಳ್ಳಿ ಹೋಗುವ ಕಡೆಗೆ ಮತ್ತು ಎದ್ದೇಳಿಯಿಂದ ವಡ್ಡರ್ ಪಾಳ್ಯ ಬರುವ ಕಡೆಗೆ ನಿಧಾನಗತಿಯಲ್ಲಿ ಇರುತ್ತದೆ,,,Non-corridor,Low,NULL,NULL,NULL,2023-12-15 05:48:00.468081+00,NULL,1,FKUSR00167,FKUSR00001,NULL,NULL,NULL,Hennuru,NULL,FKKG000161,NULL,NULL,NULL,FKUSR00167,2023-12-29 23:08:49.558319+00,NULL,NULL,Bengaluru East Corporation,East Zone 2,NULL
FKID005022,unplanned,12.878816,77.6470202,0,0,"Hosur Road, Sri Tirumala Sarovar, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",,vehicle_breakdown,FALSE,2024-01-25 20:08:28.077+00,NULL,closed,yes,2024-01-25 22:35:47.930984+00,,,Private bus off road on flyover near [LOCATION] station towards silkbord to hosuru sir,private_bus,FKN00GL2517,Hosur Road,High,NULL,NULL,NULL,2024-01-25 20:14:24.45845+00,NULL,1,FKUSR00851,FKUSR00001,NULL,NULL,NULL,Electronic City,NULL,FKKG000831,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID005023,unplanned,13.1155017,77.6073017,0,0,"Bellary Road, North Gate Office Park Phase 2, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",,vehicle_breakdown,FALSE,2024-01-13 20:42:04.191+00,NULL,closed,yes,2024-01-13 23:35:48.014262+00,,,Palahalli gate onflyover to wards airport hgv vehicle starting problem sir traffic normal mument sir,heavy_vehicle,FKN00GL2518,Bellary Road 2,High,NULL,NULL,NULL,2024-01-13 20:43:04.374442+00,NULL,1,FKUSR00105,FKUSR00001,NULL,NULL,NULL,Yelahanka,NULL,FKKG000099,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bengaluru North Corporation,North Zone 2,NULL
FKID005024,unplanned,13.0424133,77.5492224,0,0,"Outer Ring Road, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)",,vehicle_breakdown,FALSE,2023-12-15 03:56:39.73+00,NULL,closed,yes,2023-12-15 06:21:11.209883+00,,,,lcv,FKN00GL2519,ORR North 2,High,NULL,NULL,NULL,2023-12-15 03:58:07.368643+00,NULL,1,FKUSR00638,FKUSR00001,NULL,NULL,NULL,Jalahalli,NULL,FKKG000625,NULL,NULL,NULL,FKUSR00638,2023-12-15 04:09:43.515715+00,NULL,NULL,Bengaluru North Corporation,North Zone 2,NULL
FKID005025,unplanned,12.997415,77.6640825,0,0,"MBT Road, Rajeev Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",,vehicle_breakdown,FALSE,2023-12-15 07:14:23.302+00,NULL,closed,yes,2023-12-15 09:35:48.071355+00,,,ಟೆಕ್ನಿಕಲ್ ಪ್ರಾಬ್ಲೆಮ್,lcv,FKN00GL2520,ORR North 1,High,NULL,NULL,NULL,2023-12-15 07:16:17.496733+00,NULL,1,FKUSR00488,FKUSR00001,NULL,NULL,NULL,Banaswadi,NULL,FKKG000477,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bengaluru East Corporation,East Zone 2,NULL
FKID005026,unplanned,13.0606335,77.4616149,0,0,"Mumbai Bengaluru Highway, Nadaprabhu Kempegowda Circle, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",,vehicle_breakdown,FALSE,2024-01-25 20:41:43.316+00,NULL,closed,yes,2024-01-25 23:35:47.927462+00,,,,truck,FKN00GL2521,Non-corridor,Low,Materials,Vaccum down,5,2024-01-25 20:42:36.348851+00,NULL,1,FKUSR00171,FKUSR00001,NULL,NULL,NULL,No Police Station,NULL,FKKG000164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID005027,unplanned,13.1312897,77.615127,0,0,"Bengaluru Bellary Road, Ecopolis, Yelahanka, Bengaluru, Karnataka. Pin-560063 (India)",,vehicle_breakdown,FALSE,2024-01-14 01:21:18.478+00,NULL,closed,yes,2024-01-14 02:08:00.193104+00,,,Iaf onflyover to wards airport bbmp [PERSON] tyer bust sir traffic slow mument ede sir,heavy_vehicle,FKN00GL2522,Bellary Road 2,High,NULL,NULL,NULL,2024-01-14 01:28:38.317954+00,NULL,1,FKUSR00105,FKUSR00001,NULL,NULL,NULL,Yelahanka,NULL,FKKG000099,NULL,NULL,NULL,FKUSR00105,2024-01-14 02:08:00.192553+00,NULL,NULL,NULL,NULL,NULL
FKID005028,unplanned,13.0356786,77.6283334,0,0,"MBT Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",,vehicle_breakdown,FALSE,2024-01-13 23:25:47.261+00,NULL,closed,yes,2024-01-14 01:35:47.69429+00,,,No traffic problem sir....,others,FKN00GL2516,ORR North 1,High,NULL,NULL,NULL,2024-01-13 23:27:21.547493+00,NULL,1,FKUSR00715,FKUSR00001,NULL,NULL,NULL,Hennuru,NULL,FKKG000699,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bengaluru North Corporation,North Zone 1,NULL
FKID005029,unplanned,13.0034717,77.5838414,0,0,"Sankey Road, Mahalakshmi Mandir Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",,vehicle_breakdown,FALSE,2024-01-26 03:28:50.815+00,NULL,closed,yes,2024-01-26 03:48:47.090938+00,,,BBMP vehicle starting problem sir💐,heavy_vehicle,FKN00GL0255,Bellary Road 1,High,NULL,NULL,NULL,2024-01-26 03:31:59.183731+00,NULL,1,FKUSR00720,FKUSR00001,NULL,NULL,NULL,Sadashivanagar,NULL,FKKG000704,NULL,NULL,NULL,FKUSR00720,2024-01-26 03:48:47.090446+00,NULL,NULL,NULL,NULL,NULL
FKID005030,planned,12.9694376,77.7006327,0,0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,construction,FALSE,2023-12-14 20:47:16.768+00,2023-12-15 09:05:46+00,closed,yes,2023-12-15 09:35:48.033476+00,,,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation piller work,,,ORR East 2,High,NULL,NULL,NULL,2023-12-14 20:47:59.019386+00,NULL,1,FKUSR00043,FKUSR00001,NULL,NULL,NULL,HAL Old Airport,NULL,FKKG000037,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bengaluru East Corporation,East Zone 1,NULL
FKID005031,unplanned,12.9577083,77.7458017,0,0,"Whitefield Main Road, Brigade Harmony, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",,vehicle_breakdown,FALSE,2024-01-14 02:48:50.15+00,NULL,closed,yes,2024-01-14 05:35:47.913792+00,,,[PERSON] towards [LOCATION] sir..,heavy_vehicle,FKN00GL2523,Varthur Road,High,NULL,NULL,NULL,2024-01-14 02:51:09.130008+00,NULL,1,FKUSR00633,FKUSR00001,NULL,NULL,NULL,Whitefield,NULL,FKKG000620,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bengaluru East Corporation,East Zone 1,NULL
FKID005032,unplanned,13.13606,77.6174583,0,0,"Bengaluru Bellary Road, Bharthi Nagar, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",,others,FALSE,2024-01-14 02:08:00.665+00,NULL,closed,yes,2024-01-16 03:16:46.640352+00,,,Near iaf onflyover to wards city ncc work sir traffic normal mument sir,,,Bellary Road 2,High,NULL,NULL,NULL,2024-01-14 02:08:33.66771+00,NULL,1,FKUSR00105,FKUSR00001,NULL,NULL,NULL,Yelahanka,NULL,FKKG000099,NULL,NULL,NULL,FKUSR00105,2024-01-16 03:16:46.639585+00,NULL,NULL,NULL,NULL,NULL
FKID005033,unplanned,12.9959077,77.6710497,0,0,"4th Cross Road, Mottappa Compound, A Narayanapura, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",,vehicle_breakdown,FALSE,2023-12-15 18:16:10.77+00,NULL,closed,no,2023-12-16 08:13:50.939974+00,,,Near by TTk vehicle breakdown,others,FKN00GL2524,ORR North 1,High,NULL,NULL,NULL,2023-12-15 18:36:55.151114+00,NULL,1,FKUSR01524,FKUSR00001,NULL,NULL,NULL,Mahadevapura,NULL,FKKG001450,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bengaluru East Corporation,East Zone 2,NULL
FKID005034,unplanned,13.0257659,77.7195142,0,0,"MBT Road, CSR Golden Gate Layout, Sidhappa Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",,vehicle_breakdown,FALSE,2024-01-14 03:26:04.474+00,NULL,closed,yes,2024-01-14 05:35:47.969933+00,,,Medahalli bridge towards avalahalli goods auto off Road traffic no problem sir,others,FKN00GL0742,Non-corridor,Low,NULL,NULL,NULL,2024-01-14 03:28:51.518456+00,NULL,1,FKUSR00452,FKUSR00001,NULL,NULL,NULL,K.R. Pura,NULL,FKKG000441,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bengaluru East Corporation,East Zone 2,NULL
FKID005035,unplanned,13.0262486,77.5445358,0,0,"Mumbai Bengaluru Highway, Sri Vijayamaruthi Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,vehicle_breakdown,FALSE,2024-01-14 03:54:17.133+00,NULL,closed,yes,2024-01-14 04:45:21.278471+00,,,,bmtc_bus,FKN00GL2525,Tumkur Road,High,NULL,NULL,NULL,2024-01-14 03:55:25.075964+00,NULL,1,FKUSR00620,FKUSR00001,NULL,NULL,NULL,Yeshwanthpura,NULL,FKKG000607,NULL,NULL,NULL,FKUSR00620,2024-01-14 04:45:21.27795+00,NULL,NULL,Bengaluru West Corporation,West Zone 1,NULL
FKID005036,unplanned,13.0333363,77.5886018,0,0,"Anand Nagar Main Road, AGS Layout, Anand Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",,vehicle_breakdown,FALSE,2023-12-15 18:58:30.872+00,NULL,closed,yes,2023-12-15 21:35:47.848539+00,,,Lorry stating problem,truck,FKN00GL2526,Bellary Road 1,High,No goods,Starting problem,15,2023-12-15 19:05:54.063147+00,NULL,1,FKUSR00481,FKUSR00001,NULL,NULL,NULL,Hebbala,NULL,FKKG000470,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bengaluru North Corporation,North Zone 2,NULL
FKID005037,unplanned,13.0069922,77.7575016,0,0,"Whitefield Main Road, Reddys Keerthi Residency, Belathur, Bengaluru, Karnataka. Pin-560067 (India)",,others,FALSE,2024-01-14 03:52:06.324+00,NULL,closed,no,2024-01-14 04:48:07.563464+00,,,Weekend slow moving traffic towards Belathur and Hopefarm,,,Non-corridor,Low,NULL,NULL,NULL,2024-01-14 03:56:31.199925+00,NULL,1,FKUSR00281,FKUSR00001,NULL,NULL,NULL,Mahadevapura,NULL,FKKG000273,NULL,NULL,NULL,FKUSR00281,2024-01-14 04:48:07.562907+00,NULL,NULL,Bengaluru East Corporation,East Zone 1,NULL
FKID005038,unplanned,12.8833834,77.7522799,0,0,"Varthur Main Road, Dommansandra Circle, Dommasandra Anekal Taluka, Bengaluru, Karnataka. Pin-562125 (India)",,others,FALSE,2023-12-15 19:36:49.04+00,NULL,active,yes,2023-12-15 19:40:13.205572+00,,,Road work in dommasandra cercle slow moving traffic sir,,,Non-corridor,Low,NULL,NULL,NULL,2023-12-15 19:37:56.701414+00,NULL,1,FKUSR00473,FKUSR00001,NULL,NULL,NULL,No Police Station,NULL,FKKG000462,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID005039,unplanned,12.9374294,77.4716733,12.93743,77.4716731,"Dhananayakanahalli Main Road, Ramasandra South Taluka, Bengaluru, Karnataka. Pin-560060 (India)","Dhananayakanahalli Main Road, Ramasandra South Taluka, Bengaluru, Karnataka. Pin-560060 (India)",accident,TRUE,2024-01-26 23:50:10.030182+00,NULL,resolved,yes,2024-01-27 01:11:54.451007+00,,NULL,Cobra 1 attended,,,Non-corridor,Low,NULL,NULL,NULL,2024-01-27 00:31:46.3216+00,NULL,1,FKUSR00188,FKUSR00188,FKUSR00188,FKUSR01573,NULL,Jnanabharathi,NULL,NULL,"Dhananayakanahalli Main Road, Ramasandra South Taluka, Bengaluru, Karnataka. Pin-560060 (India)",12.9374294,77.4716733,NULL,NULL,FKUSR00188,2024-01-27 01:11:54.450519+00,NULL,NULL,NULL
FKID005040,planned,13.0393192,77.6416992,0,0,"Hennuru Road, Skyline Retreat, Vaddrapalya, Hennuru, Bengaluru, Karnataka. Pin-560043 (India)",,others,FALSE,2023-12-15 19:24:44.287+00,2023-12-15 19:24:46+00,closed,yes,2023-12-15 19:35:47.857149+00,,,BWSSB WORK,,,Airport New South Road,High,NULL,NULL,NULL,2023-12-15 19:26:29.269818+00,NULL,1,FKUSR01574,FKUSR00001,NULL,NULL,NULL,Hennuru,NULL,FKKG001487,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bengaluru North Corporation,North Zone 1,NULL
FKID005041,unplanned,12.9374302,77.4716732,NULL,NULL,"Dhananayakanahalli Main Road, Ramasandra South Taluka, Bengaluru, Karnataka. Pin-560060 (India)",NULL,accident,FALSE,2024-01-26 23:55:27.357722+00,NULL,resolved,yes,2024-01-27 01:09:13.315247+00,,NULL,Attended cobra 2,,,Non-corridor,Low,NULL,NULL,NULL,2024-01-27 00:31:37.123709+00,NULL,1,FKUSR00188,FKUSR00188,FKUSR00188,FKUSR01575,NULL,Jnanabharathi,NULL,NULL,"Dhananayakanahalli Main Road, Ramasandra South Taluka, Bengaluru, Karnataka. Pin-560060 (India)",12.9374302,77.4716732,NULL,NULL,FKUSR00188,2024-01-27 01:09:13.314752+00,NULL,NULL,NULL
FKID005042,unplanned,12.8836188,77.7523911,0,0,"Varthur Main Road, Dommansandra Circle, Dommasandra Anekal Taluka, Bengaluru, Karnataka. Pin-562125 (India)",,others,FALSE,2023-12-15 19:38:08.931+00,NULL,active,yes,2023-12-15 19:40:32.930019+00,,,Road work in dommasandra cercle slow moving traffic,,,Non-corridor,Low,NULL,NULL,NULL,2023-12-15 19:38:43.665281+00,NULL,1,FKUSR00473,FKUSR00001,NULL,NULL,NULL,No Police Station,NULL,FKKG000462,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID005043,unplanned,12.9982107,77.584406,0,0,"Sankey Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",,vehicle_breakdown,FALSE,2024-01-14 04:47:34.211+00,NULL,closed,yes,2024-01-14 06:19:25.401192+00,,,Palace guttalli to palace cross,others,FKN00GL2527,Bellary Road 1,High,NULL,NULL,NULL,2024-01-14 04:48:25.151697+00,NULL,1,FKUSR00208,FKUSR00001,NULL,NULL,NULL,Sadashivanagar,NULL,FKKG000200,NULL,NULL,NULL,FKUSR00208,2024-01-14 06:19:25.400409+00,NULL,NULL,Bengaluru West Corporation,West Zone 2,NULL
FKID005044,unplanned,13.0429917,77.5986233,0,0,"MBT Road, Kariyanna Layout, Guddadahalli, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",,vehicle_breakdown,FALSE,2023-12-15 21:12:23.792+00,NULL,closed,yes,2023-12-15 21:30:02.043508+00,,,Starting problem sir,lcv,FKN00GL2528,ORR North 1,High,NULL,NULL,NULL,2023-12-15 21:13:02.079846+00,NULL,1,FKUSR00141,FKUSR00001,NULL,NULL,NULL,Hebbala,NULL,FKKG000135,NULL,NULL,NULL,FKUSR00141,2023-12-15 21:30:02.042882+00,NULL,NULL,Bengaluru North Corporation,North Zone 1,NULL
FKID005045,unplanned,12.9736933,77.698385,0,0,"Outer Ring Road, Kempalakkamma Layout, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",,vehicle_breakdown,FALSE,2023-12-15 21:02:05.547+00,NULL,closed,yes,2023-12-15 21:51:48.781674+00,,,Vehicle break down,private_bus,FKN00GL2529,ORR East 2,High,NULL,NULL,NULL,2023-12-15 21:03:18.904349+00,NULL,1,FKUSR00527,FKUSR00001,NULL,NULL,NULL,Mahadevapura,NULL,FKKG000516,NULL,NULL,NULL,FKUSR00527,2023-12-15 21:51:48.781195+00,NULL,NULL,Bengaluru East Corporation,East Zone 1,NULL
